"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1836008658968391743","Tue Sep 17 11:45:50 +0000 2024","2","Nalarku mempercayai bahwa akun Fufufafa itu sejatinya perwatakan iblis. Karena hanya iblis yang mampu menggerakkan pikiran jahat dan ujaran super jorok sebagaimana gencar diberitakan. https://t.co/FJChVDJPcZ","1836008658968391743","","","in","🇮🇩 Indonesia","0","0","0","https://x.com/masaryaduta/status/1836008658968391743","1248726242","masaryaduta"
"1835644094816887257","Tue Sep 17 11:28:06 +0000 2024","0","@andywindarto Ajakan HRS ganyang fufufafa emang PKS berani ?","1836004196052836766","","andywindarto","in","","0","0","0","https://x.com/rini99714803/status/1836004196052836766","1603521044341743617","rini99714803"
"1836004191875264970","Tue Sep 17 11:28:05 +0000 2024","0","Mulyono Fufufafa Jettempur","1836004191875264970","","","in","Banjarnegara, Indonesia","0","0","0","https://x.com/pandjisap/status/1836004191875264970","1643687370196406272","pandjisap"
"1835960764395667947","Tue Sep 17 11:27:50 +0000 2024","0","@andikamalreza Tapi kali ini gua sepakat sama fufufafa wkwkwk","1836004128386130280","","andikamalreza","in","Tangerang, Indonesia","0","0","0","https://x.com/kanjeng_dimass/status/1836004128386130280","1136011860132581376","kanjeng_dimass"
"1835642426519875866","Tue Sep 17 11:27:49 +0000 2024","0","@pawangbanteng @ekagumilars Menerima dia jadi cagub berpasangan dengan kalian padahal Rk itu pemuja keluarga fufufafa ","1836004124493742532","","pawangbanteng","in","","0","1","0","https://x.com/asikinajah211/status/1836004124493742532","1603632872413614081","asikinajah211"
"1835966878017307109","Tue Sep 17 11:27:34 +0000 2024","9","@DarwinFishboy @BudiBukanIntel Temen kerja ane yang bapak bapak juga udah mulai ngomongin fufufafa wkwkw","1836004062762021093","","DarwinFishboy","in","","0","0","0","https://x.com/jennieblekping/status/1836004062762021093","1398839592","jennieblekping"
"1835783376512663977","Tue Sep 17 11:27:32 +0000 2024","0","@wepe20_ Idih jon obiora","1836004053870092630","","wepe20_","in","Indonesia","0","0","0","https://x.com/elonm4ssk/status/1836004053870092630","1604416639306723328","elonm4ssk"
"1835996062492004624","Tue Sep 17 11:27:31 +0000 2024","8","@dhemit_is_back @PKSejahtera Pantesan pada ngak marah ama si fufufafa... Ternyata oh ternyata...","1836004049835180252","","dhemit_is_back","in","2113465","0","1","1","https://x.com/MartinThok/status/1836004049835180252","535132221","MartinThok"
"1835807033699999938","Tue Sep 17 11:27:18 +0000 2024","1","@fufu__fafa Yg pili dong yg sala klu menurut aku yah","1836003993773834468","","fufu__fafa","in","","0","0","0","https://x.com/ChristianusSul1/status/1836003993773834468","1590349678314369024","ChristianusSul1"
"1836003110713794769","Tue Sep 17 11:26:58 +0000 2024","0","@Iconman221 Cuaca mendukung tu...","1836003912702456041","","Iconman221","in","INDONESIA🇲🇨","0","0","0","https://x.com/rimacahaya661/status/1836003912702456041","1649447160709279744","rimacahaya661"
"1835923863009640518","Tue Sep 17 11:26:34 +0000 2024","0","@tempodotco Yang jelas itu akun fufufafa punya anak mulyono","1836003811795853447","","tempodotco","in","","0","0","0","https://x.com/JMarjuki99455/status/1836003811795853447","1702745648205012992","JMarjuki99455"
"1835832344391098695","Tue Sep 17 11:22:04 +0000 2024","1","@asfan_warah @msaid_didu Pengurus PKS ama masyarakat PKS udah beda jalan kok karena sudah ga sesuai lagi. Jadi ga masalah hajar fufufafa.","1836002677115044296","","asfan_warah","in","~ Fiore ~","0","1","0","https://x.com/TeinjiDeWulf/status/1836002677115044296","176251791","TeinjiDeWulf"
"1835958816116240828","Tue Sep 17 11:21:19 +0000 2024","0","@officialinews_ @WagimanDeep212_ analisis????ga percaya","1836002491554812140","","officialinews_","in","Ⓘⓝⓓⓞⓝⓔⓢⓘⓐ","0","0","0","https://x.com/PribumiD/status/1836002491554812140","1186656691581927427","PribumiD"
"1835960764395667947","Tue Sep 17 11:21:00 +0000 2024","0","@andikamalreza Fufufafa buta.. abang ini bukan jelek tp emang agak gimana gitu","1836002408092327987","","andikamalreza","in","Jakarta","0","0","0","https://x.com/cebongidas/status/1836002408092327987","2591168568","cebongidas"
"1835971980467773809","Tue Sep 17 11:20:47 +0000 2024","0","@tempodotco Nyari alasan tuh mbok yg lebih cerdas. Emang kita bocil fufufafa yg masih Mimicucu bisa langsung percaya. ","1836002357446091185","","tempodotco","in","indonesia","0","0","0","https://x.com/josc716/status/1836002357446091185","2773163634","josc716"
"1836002333219844174","Tue Sep 17 11:20:42 +0000 2024","0","sebenernya pemilik akun fufufafa adalah labubu","1836002333219844174","","","in","777","0","1","0","https://x.com/yuvzu/status/1836002333219844174","1073717749","yuvzu"
"1836002310138523663","Tue Sep 17 11:20:36 +0000 2024","0","Fufufafa.... Ooh makin menyebalkan..","1836002310138523663","","","in","","0","0","0","https://x.com/budinasrul09/status/1836002310138523663","2436359593","budinasrul09"
"1836002287959032263","Tue Sep 17 11:20:31 +0000 2024","4","Gawat untuk Gibran Jika Masalah Akun Fufufafa Tidak Selesai Sampai 20 Oktober https://t.co/XWM3OoYNFe","1836002287959032263","","","in","Indonesia","0","0","1","https://x.com/BeritakanID_com/status/1836002287959032263","1512483442600341505","BeritakanID_com"
"1835952304564162681","Tue Sep 17 11:20:27 +0000 2024","1","@AraituLaki Maap kami bodoh...yg pinter cuma bapak dan fufufafa serta huhuhaha ","1836002271446065195","","AraituLaki","in","Ciremai ka palih wetan :D","0","0","0","https://x.com/wi_dol/status/1836002271446065195","140685282","wi_dol"
"1835807033699999938","Tue Sep 17 11:20:13 +0000 2024","1","@fufu__fafa Mimpi BURUKKKKKKKKKKKKKKKKKKK","1836002212679455037","","fufu__fafa","in","","0","0","0","https://x.com/AkuTamsyan/status/1836002212679455037","1438771713601257474","AkuTamsyan"
