created_at,full_text,location,mentions,tokens,stemmed_tokens,clean_text
Tue Sep 17 06:58:31 +0000 2024,Bahkan Budi Arie menjanjikan akan mengumumkan sosok pemilik asli akun Fufufafa tersebut,,[],"['Budi', 'Arie', 'menjanjikan', 'mengumumkan', 'sosok', 'pemilik', 'asli', 'akun', 'Fufufafa']","['budi', 'arie', 'janji', 'umum', 'sosok', 'milik', 'asli', 'akun', 'fufufafa']",budi arie janji umum sosok milik asli akun fufufafa
Tue Sep 17 06:58:30 +0000 2024,Tak sampai di situ Menkominfo Budi Arie Setiadi juga ikut turun tangan dengan membela Gibran Menkominfo mengklaim pihaknya telah melakukan pendalaman atas kontroversi akun Fufufafa Dan memastikan akun itu bukan milik Gibran,,[],"['situ', 'Menkominfo', 'Budi', 'Arie', 'Setiadi', 'turun', 'tangan', 'membela', 'Gibran', 'Menkominfo', 'mengklaim', 'pendalaman', 'kontroversi', 'akun', 'Fufufafa', 'akun', 'milik', 'Gibran']","['situ', 'menkominfo', 'budi', 'arie', 'setiadi', 'turun', 'tangan', 'bela', 'gibran', 'menkominfo', 'klaim', 'dalam', 'kontroversi', 'akun', 'fufufafa', 'akun', 'milik', 'gibran']",situ menkominfo budi arie setiadi turun tangan bela gibran menkominfo klaim dalam kontroversi akun fufufafa akun milik gibran
Tue Sep 17 06:58:28 +0000 2024,Lha embuh takono sing duwe akun Nggak tahu tanya ke yang punya akun kata Gibran singkat saat kunjungan ke Laweyan Solo pekan lalu Partai Gerindra dan TKN PrabowoGibran juga sudah angkat suara mengenai heboh akun Fufufafa,,[],"['Lha', 'embuh', 'takono', 'sing', 'duwe', 'akun', 'Nggak', 'akun', 'Gibran', 'singkat', 'kunjungan', 'Laweyan', 'Solo', 'pekan', 'Partai', 'Gerindra', 'TKN', 'PrabowoGibran', 'angkat', 'suara', 'heboh', 'akun', 'Fufufafa']","['lha', 'embuh', 'takono', 'sing', 'duwe', 'akun', 'nggak', 'akun', 'gibran', 'singkat', 'kunjung', 'laweyan', 'solo', 'pekan', 'partai', 'gerindra', 'tkn', 'prabowogibran', 'angkat', 'suara', 'heboh', 'akun', 'fufufafa']",lha embuh takono sing duwe akun nggak akun gibran singkat kunjung laweyan solo pekan partai gerindra tkn prabowogibran angkat suara heboh akun fufufafa
Tue Sep 17 06:58:27 +0000 2024,Namun semua cuitan ratarata memiliki kesamaan Yakni bernada hinaan dan katakata kasar terutama kepada Prabowo Subianto Gibran sendiri saat dimintai konfirmasi mengaku tak tahu menahu soal akun Fufufafa itu,,[],"['cuitan', 'ratarata', 'memiliki', 'kesamaan', 'bernada', 'hinaan', 'katakata', 'kasar', 'Prabowo', 'Subianto', 'Gibran', 'konfirmasi', 'mengaku', 'menahu', 'akun', 'Fufufafa']","['cuit', 'ratarata', 'milik', 'sama', 'nada', 'hina', 'katakata', 'kasar', 'prabowo', 'subianto', 'gibran', 'konfirmasi', 'aku', 'nahu', 'akun', 'fufufafa']",cuit ratarata milik sama nada hina katakata kasar prabowo subianto gibran konfirmasi aku nahu akun fufufafa
Tue Sep 17 06:58:27 +0000 2024,apasi goblok,"Menteng, Indonesia",['@tham878'],"['apasi', 'goblok']","['apas', 'goblok']",apas goblok
Tue Sep 17 06:58:26 +0000 2024,Jejak digital akun Kasus Fufufafa yang diduga milik Gibran Rakabuming Raka terus dikulik netizen Berbagai potonganpotongan postingan lama akun Fufufafa kini tersebar di akun media sosial X Beragam komentar dicuitkan akun diduga milik Gibran itu,,[],"['Jejak', 'digital', 'akun', 'Fufufafa', 'diduga', 'milik', 'Gibran', 'Rakabuming', 'Raka', 'dikulik', 'netizen', 'potonganpotongan', 'postingan', 'akun', 'Fufufafa', 'tersebar', 'akun', 'media', 'sosial', 'X', 'Beragam', 'komentar', 'dicuitkan', 'akun', 'diduga', 'milik', 'Gibran']","['jejak', 'digital', 'akun', 'fufufafa', 'duga', 'milik', 'gibran', 'rakabuming', 'raka', 'lik', 'netizen', 'potonganpotongan', 'postingan', 'akun', 'fufufafa', 'sebar', 'akun', 'media', 'sosial', 'x', 'agam', 'komentar', 'cuit', 'akun', 'duga', 'milik', 'gibran']",jejak digital akun fufufafa duga milik gibran rakabuming raka lik netizen potonganpotongan postingan akun fufufafa sebar akun media sosial x agam komentar cuit akun duga milik gibran
Tue Sep 17 06:58:25 +0000 2024,Diam Saja Meski Dihina Akun Fufufafa Netizen Puji Kesabaran Prabowo Sesabarsabarnya Ustad Adi Hidayat Ternyata Masih Sabar Prabowo,,[],"['Diam', 'Dihina', 'Akun', 'Fufufafa', 'Netizen', 'Puji', 'Kesabaran', 'Prabowo', 'Sesabarsabarnya', 'Ustad', 'Adi', 'Hidayat', 'Sabar', 'Prabowo']","['diam', 'hina', 'akun', 'fufufafa', 'netizen', 'puji', 'sabar', 'prabowo', 'sesabarsabarnya', 'ustad', 'adi', 'hidayat', 'sabar', 'prabowo']",diam hina akun fufufafa netizen puji sabar prabowo sesabarsabarnya ustad adi hidayat sabar prabowo
Tue Sep 17 06:58:17 +0000 2024,Sekelas kok mau jd tukang cebok fufufafa,,"['@msaid_didu', '@JimlyAs']","['Sekelas', 'jd', 'tukang', 'cebok', 'fufufafa']","['kelas', 'jd', 'tukang', 'cebok', 'fufufafa']",kelas jd tukang cebok fufufafa
Tue Sep 17 06:58:06 +0000 2024,klo SDM nya kayak fufufafa itu gmn bang apakah bisa keluar dari middle trap,,['@MardaniAliSera'],"['klo', 'SDM', 'nya', 'kayak', 'fufufafa', 'gmn', 'bang', 'middle', 'trap']","['klo', 'sdm', 'nya', 'kayak', 'fufufafa', 'gmn', 'bang', 'middle', 'trap']",klo sdm nya kayak fufufafa gmn bang middle trap
Tue Sep 17 06:58:05 +0000 2024,Maksudnya Fufufafa ga suka baca dan ga punya empati ya,"Las Vegas, NV",['@thedufresne'],"['Maksudnya', 'Fufufafa', 'ga', 'suka', 'baca', 'ga', 'empati', 'ya']","['maksud', 'fufufafa', 'ga', 'suka', 'baca', 'ga', 'empati', 'ya']",maksud fufufafa ga suka baca ga empati ya
Tue Sep 17 06:57:33 +0000 2024,Prabowo Subianto Masih Diam Namun demikian Prabowo Subianto sebagai sosok yang jadi bulanbulanan dan bahan bullyan akun Fufufaf hingga kini masih diam Prabowo belum juga buka suara atau mengambil sikap atas akun Fufufafa yang telah menghina dirinya dan keluarga,,[],"['Prabowo', 'Subianto', 'Diam', 'Prabowo', 'Subianto', 'sosok', 'bulanbulanan', 'bahan', 'bullyan', 'akun', 'Fufufaf', 'diam', 'Prabowo', 'buka', 'suara', 'mengambil', 'sikap', 'akun', 'Fufufafa', 'menghina', 'keluarga']","['prabowo', 'subianto', 'diam', 'prabowo', 'subianto', 'sosok', 'bulanbulanan', 'bahan', 'bullyan', 'akun', 'fufufaf', 'diam', 'prabowo', 'buka', 'suara', 'ambil', 'sikap', 'akun', 'fufufafa', 'hina', 'keluarga']",prabowo subianto diam prabowo subianto sosok bulanbulanan bahan bullyan akun fufufaf diam prabowo buka suara ambil sikap akun fufufafa hina keluarga
Tue Sep 17 06:57:32 +0000 2024,Bahkan Budi Arie menjanjikan akan mengumumkan sosok pemilik asli akun Fufufafa tersebut,,[],"['Budi', 'Arie', 'menjanjikan', 'mengumumkan', 'sosok', 'pemilik', 'asli', 'akun', 'Fufufafa']","['budi', 'arie', 'janji', 'umum', 'sosok', 'milik', 'asli', 'akun', 'fufufafa']",budi arie janji umum sosok milik asli akun fufufafa
Tue Sep 17 06:57:31 +0000 2024,Tak sampai di situ Menkominfo Budi Arie Setiadi juga ikut turun tangan dengan membela Gibran Menkominfo mengklaim pihaknya telah melakukan pendalaman atas kontroversi akun Fufufafa Dan memastikan akun itu bukan milik Gibran,,[],"['situ', 'Menkominfo', 'Budi', 'Arie', 'Setiadi', 'turun', 'tangan', 'membela', 'Gibran', 'Menkominfo', 'mengklaim', 'pendalaman', 'kontroversi', 'akun', 'Fufufafa', 'akun', 'milik', 'Gibran']","['situ', 'menkominfo', 'budi', 'arie', 'setiadi', 'turun', 'tangan', 'bela', 'gibran', 'menkominfo', 'klaim', 'dalam', 'kontroversi', 'akun', 'fufufafa', 'akun', 'milik', 'gibran']",situ menkominfo budi arie setiadi turun tangan bela gibran menkominfo klaim dalam kontroversi akun fufufafa akun milik gibran
Tue Sep 17 06:57:29 +0000 2024,Lha embuh takono sing duwe akun Nggak tahu tanya ke yang punya akun kata Gibran singkat saat kunjungan ke Laweyan Solo pekan lalu Partai Gerindra dan TKN PrabowoGibran juga sudah angkat suara mengenai heboh akun Fufufafa,,[],"['Lha', 'embuh', 'takono', 'sing', 'duwe', 'akun', 'Nggak', 'akun', 'Gibran', 'singkat', 'kunjungan', 'Laweyan', 'Solo', 'pekan', 'Partai', 'Gerindra', 'TKN', 'PrabowoGibran', 'angkat', 'suara', 'heboh', 'akun', 'Fufufafa']","['lha', 'embuh', 'takono', 'sing', 'duwe', 'akun', 'nggak', 'akun', 'gibran', 'singkat', 'kunjung', 'laweyan', 'solo', 'pekan', 'partai', 'gerindra', 'tkn', 'prabowogibran', 'angkat', 'suara', 'heboh', 'akun', 'fufufafa']",lha embuh takono sing duwe akun nggak akun gibran singkat kunjung laweyan solo pekan partai gerindra tkn prabowogibran angkat suara heboh akun fufufafa
Tue Sep 17 06:57:28 +0000 2024,Namun semua cuitan ratarata memiliki kesamaan Yakni bernada hinaan dan katakata kasar terutama kepada Prabowo Subianto Gibran sendiri saat dimintai konfirmasi mengaku tak tahu menahu soal akun Fufufafa itu,,[],"['cuitan', 'ratarata', 'memiliki', 'kesamaan', 'bernada', 'hinaan', 'katakata', 'kasar', 'Prabowo', 'Subianto', 'Gibran', 'konfirmasi', 'mengaku', 'menahu', 'akun', 'Fufufafa']","['cuit', 'ratarata', 'milik', 'sama', 'nada', 'hina', 'katakata', 'kasar', 'prabowo', 'subianto', 'gibran', 'konfirmasi', 'aku', 'nahu', 'akun', 'fufufafa']",cuit ratarata milik sama nada hina katakata kasar prabowo subianto gibran konfirmasi aku nahu akun fufufafa
Tue Sep 17 06:57:27 +0000 2024,Jejak digital akun Kasus Fufufafa yang diduga milik Gibran Rakabuming Raka terus dikulik netizen Berbagai potonganpotongan postingan lama akun Fufufafa kini tersebar di akun media sosial X Beragam komentar dicuitkan akun diduga milik Gibran itu,,[],"['Jejak', 'digital', 'akun', 'Fufufafa', 'diduga', 'milik', 'Gibran', 'Rakabuming', 'Raka', 'dikulik', 'netizen', 'potonganpotongan', 'postingan', 'akun', 'Fufufafa', 'tersebar', 'akun', 'media', 'sosial', 'X', 'Beragam', 'komentar', 'dicuitkan', 'akun', 'diduga', 'milik', 'Gibran']","['jejak', 'digital', 'akun', 'fufufafa', 'duga', 'milik', 'gibran', 'rakabuming', 'raka', 'lik', 'netizen', 'potonganpotongan', 'postingan', 'akun', 'fufufafa', 'sebar', 'akun', 'media', 'sosial', 'x', 'agam', 'komentar', 'cuit', 'akun', 'duga', 'milik', 'gibran']",jejak digital akun fufufafa duga milik gibran rakabuming raka lik netizen potonganpotongan postingan akun fufufafa sebar akun media sosial x agam komentar cuit akun duga milik gibran
Tue Sep 17 06:57:26 +0000 2024,Diam Saja Meski Dihina Akun Fufufafa Netizen Puji Kesabaran Prabowo Sesabarsabarnya Ustad Adi Hidayat Ternyata Masih Sabar Prabowo,,[],"['Diam', 'Dihina', 'Akun', 'Fufufafa', 'Netizen', 'Puji', 'Kesabaran', 'Prabowo', 'Sesabarsabarnya', 'Ustad', 'Adi', 'Hidayat', 'Sabar', 'Prabowo']","['diam', 'hina', 'akun', 'fufufafa', 'netizen', 'puji', 'sabar', 'prabowo', 'sesabarsabarnya', 'ustad', 'adi', 'hidayat', 'sabar', 'prabowo']",diam hina akun fufufafa netizen puji sabar prabowo sesabarsabarnya ustad adi hidayat sabar prabowo
Tue Sep 17 06:57:21 +0000 2024,masa iya bapak ini gk peduli dgn akun fufufafa yg gk pnya etika inidksih nilai aja pdhal bkan msuk k ranah pribadi aja bapam baper nya stengah matikemana psti dsbut trus tulis,,['@rahmadila20'],"['iya', 'gk', 'peduli', 'dgn', 'akun', 'fufufafa', 'yg', 'gk', 'pnya', 'etika', 'inidksih', 'nilai', 'aja', 'pdhal', 'bkan', 'msuk', 'k', 'ranah', 'pribadi', 'aja', 'bapam', 'baper', 'nya', 'stengah', 'matikemana', 'psti', 'dsbut', 'trus', 'tulis']","['iya', 'gk', 'peduli', 'dgn', 'akun', 'fufufafa', 'yg', 'gk', 'pnya', 'etika', 'inidksih', 'nilai', 'aja', 'pdhal', 'bkan', 'msuk', 'k', 'ranah', 'pribadi', 'aja', 'bapam', 'baper', 'nya', 'stengah', 'matikemana', 'psti', 'dsbut', 'trus', 'tulis']",iya gk peduli dgn akun fufufafa yg gk pnya etika inidksih nilai aja pdhal bkan msuk k ranah pribadi aja bapam baper nya stengah matikemana psti dsbut trus tulis
Tue Sep 17 06:57:20 +0000 2024,Jangan selalu merendahkn org lainkarena diri kita blum tentu lebih baik dari merekakita hrs slalu ingt bhwa arg baik adalh org yg bisa membaca kekurngan diri sendiri,"Pacitan, Indonesia",['@fufu__fafa'],"['merendahkn', 'org', 'lainkarena', 'blum', 'merekakita', 'hrs', 'slalu', 'ingt', 'bhwa', 'arg', 'adalh', 'org', 'yg', 'membaca', 'kekurngan']","['merendahkn', 'org', 'lainkarena', 'blum', 'merekakita', 'hrs', 'slalu', 'ingt', 'bhwa', 'arg', 'adalh', 'org', 'yg', 'baca', 'kekurngan']",merendahkn org lainkarena blum merekakita hrs slalu ingt bhwa arg adalh org yg baca kekurngan
Tue Sep 17 06:57:20 +0000 2024,Ada juga netizen yang meminta Prabowo untuk mengambil sikap atas hinaan Fufufafa yang diduga milik Gibran tolong di sikat si Gibran buktiin kalau bapak bukan jendral kardus komen akun,,"['@prabowopak', '@IvanR1nald1']","['netizen', 'Prabowo', 'mengambil', 'sikap', 'hinaan', 'Fufufafa', 'diduga', 'milik', 'Gibran', 'tolong', 'sikat', 'si', 'Gibran', 'buktiin', 'jendral', 'kardus', 'komen', 'akun']","['netizen', 'prabowo', 'ambil', 'sikap', 'hina', 'fufufafa', 'duga', 'milik', 'gibran', 'tolong', 'sikat', 'si', 'gibran', 'buktiin', 'jendral', 'kardus', 'komen', 'akun']",netizen prabowo ambil sikap hina fufufafa duga milik gibran tolong sikat si gibran buktiin jendral kardus komen akun
Tue Sep 17 06:57:18 +0000 2024,Di akun X netizen ramai membahas soal respons Prabowo yang terkesan sama sekali tak tersinggung dengan hinaan dan bullyan dari Fufufafa yang bahkan juga ditujukan kepada putranya Didiet Hediprasetyo,,[],"['akun', 'X', 'netizen', 'ramai', 'membahas', 'respons', 'Prabowo', 'terkesan', 'tersinggung', 'hinaan', 'bullyan', 'Fufufafa', 'putranya', 'Didiet', 'Hediprasetyo']","['akun', 'x', 'netizen', 'ramai', 'bahas', 'respons', 'prabowo', 'kes', 'singgung', 'hina', 'bullyan', 'fufufafa', 'putra', 'diet', 'hediprasetyo']",akun x netizen ramai bahas respons prabowo kes singgung hina bullyan fufufafa putra diet hediprasetyo
Tue Sep 17 06:57:16 +0000 2024,Ketua Harian Partai Gerindra Sufmi Dasco Ahmad sebelumnya menyebut Prabowo Subianto tak terlalu ambil pusing soal akun Fufufafa dan postinganpostingannya yang bernada hinaan itu Setahu saya Pak Prabowo enggak terlalu pusing soal itu kata Dasco,,[],"['Ketua', 'Harian', 'Partai', 'Gerindra', 'Sufmi', 'Dasco', 'Ahmad', 'menyebut', 'Prabowo', 'Subianto', 'ambil', 'pusing', 'akun', 'Fufufafa', 'postinganpostingannya', 'bernada', 'hinaan', 'Setahu', 'Prabowo', 'pusing', 'Dasco']","['ketua', 'hari', 'partai', 'gerindra', 'sufmi', 'dasco', 'ahmad', 'sebut', 'prabowo', 'subianto', 'ambil', 'pusing', 'akun', 'fufufafa', 'postinganpostingannya', 'nada', 'hina', 'tahu', 'prabowo', 'pusing', 'dasco']",ketua hari partai gerindra sufmi dasco ahmad sebut prabowo subianto ambil pusing akun fufufafa postinganpostingannya nada hina tahu prabowo pusing dasco
Tue Sep 17 06:57:15 +0000 2024,Prabowo Subianto Masih Diam Namun demikian Prabowo Subianto sebagai sosok yang jadi bulanbulanan dan bahan bullyan akun Fufufaf hingga kini masih diam Prabowo belum juga buka suara atau mengambil sikap atas akun Fufufafa yang telah menghina dirinya dan keluarga,,[],"['Prabowo', 'Subianto', 'Diam', 'Prabowo', 'Subianto', 'sosok', 'bulanbulanan', 'bahan', 'bullyan', 'akun', 'Fufufaf', 'diam', 'Prabowo', 'buka', 'suara', 'mengambil', 'sikap', 'akun', 'Fufufafa', 'menghina', 'keluarga']","['prabowo', 'subianto', 'diam', 'prabowo', 'subianto', 'sosok', 'bulanbulanan', 'bahan', 'bullyan', 'akun', 'fufufaf', 'diam', 'prabowo', 'buka', 'suara', 'ambil', 'sikap', 'akun', 'fufufafa', 'hina', 'keluarga']",prabowo subianto diam prabowo subianto sosok bulanbulanan bahan bullyan akun fufufaf diam prabowo buka suara ambil sikap akun fufufafa hina keluarga
Tue Sep 17 06:57:14 +0000 2024,Bahkan Budi Arie menjanjikan akan mengumumkan sosok pemilik asli akun Fufufafa tersebut,,[],"['Budi', 'Arie', 'menjanjikan', 'mengumumkan', 'sosok', 'pemilik', 'asli', 'akun', 'Fufufafa']","['budi', 'arie', 'janji', 'umum', 'sosok', 'milik', 'asli', 'akun', 'fufufafa']",budi arie janji umum sosok milik asli akun fufufafa
Tue Sep 17 06:57:13 +0000 2024,Tak sampai di situ Menkominfo Budi Arie Setiadi juga ikut turun tangan dengan membela Gibran Menkominfo mengklaim pihaknya telah melakukan pendalaman atas kontroversi akun Fufufafa Dan memastikan akun itu bukan milik Gibran,,[],"['situ', 'Menkominfo', 'Budi', 'Arie', 'Setiadi', 'turun', 'tangan', 'membela', 'Gibran', 'Menkominfo', 'mengklaim', 'pendalaman', 'kontroversi', 'akun', 'Fufufafa', 'akun', 'milik', 'Gibran']","['situ', 'menkominfo', 'budi', 'arie', 'setiadi', 'turun', 'tangan', 'bela', 'gibran', 'menkominfo', 'klaim', 'dalam', 'kontroversi', 'akun', 'fufufafa', 'akun', 'milik', 'gibran']",situ menkominfo budi arie setiadi turun tangan bela gibran menkominfo klaim dalam kontroversi akun fufufafa akun milik gibran
Tue Sep 17 06:57:11 +0000 2024,Lha embuh takono sing duwe akun Nggak tahu tanya ke yang punya akun kata Gibran singkat saat kunjungan ke Laweyan Solo pekan lalu Partai Gerindra dan TKN PrabowoGibran juga sudah angkat suara mengenai heboh akun Fufufafa,,[],"['Lha', 'embuh', 'takono', 'sing', 'duwe', 'akun', 'Nggak', 'akun', 'Gibran', 'singkat', 'kunjungan', 'Laweyan', 'Solo', 'pekan', 'Partai', 'Gerindra', 'TKN', 'PrabowoGibran', 'angkat', 'suara', 'heboh', 'akun', 'Fufufafa']","['lha', 'embuh', 'takono', 'sing', 'duwe', 'akun', 'nggak', 'akun', 'gibran', 'singkat', 'kunjung', 'laweyan', 'solo', 'pekan', 'partai', 'gerindra', 'tkn', 'prabowogibran', 'angkat', 'suara', 'heboh', 'akun', 'fufufafa']",lha embuh takono sing duwe akun nggak akun gibran singkat kunjung laweyan solo pekan partai gerindra tkn prabowogibran angkat suara heboh akun fufufafa
Tue Sep 17 06:57:10 +0000 2024,Namun semua cuitan ratarata memiliki kesamaan Yakni bernada hinaan dan katakata kasar terutama kepada Prabowo Subianto Gibran sendiri saat dimintai konfirmasi mengaku tak tahu menahu soal akun Fufufafa itu,,[],"['cuitan', 'ratarata', 'memiliki', 'kesamaan', 'bernada', 'hinaan', 'katakata', 'kasar', 'Prabowo', 'Subianto', 'Gibran', 'konfirmasi', 'mengaku', 'menahu', 'akun', 'Fufufafa']","['cuit', 'ratarata', 'milik', 'sama', 'nada', 'hina', 'katakata', 'kasar', 'prabowo', 'subianto', 'gibran', 'konfirmasi', 'aku', 'nahu', 'akun', 'fufufafa']",cuit ratarata milik sama nada hina katakata kasar prabowo subianto gibran konfirmasi aku nahu akun fufufafa
Tue Sep 17 06:57:09 +0000 2024,Jejak digital akun Kasus Fufufafa yang diduga milik Gibran Rakabuming Raka terus dikulik netizen Berbagai potonganpotongan postingan lama akun Fufufafa kini tersebar di akun media sosial X Beragam komentar dicuitkan akun diduga milik Gibran itu,,[],"['Jejak', 'digital', 'akun', 'Fufufafa', 'diduga', 'milik', 'Gibran', 'Rakabuming', 'Raka', 'dikulik', 'netizen', 'potonganpotongan', 'postingan', 'akun', 'Fufufafa', 'tersebar', 'akun', 'media', 'sosial', 'X', 'Beragam', 'komentar', 'dicuitkan', 'akun', 'diduga', 'milik', 'Gibran']","['jejak', 'digital', 'akun', 'fufufafa', 'duga', 'milik', 'gibran', 'rakabuming', 'raka', 'lik', 'netizen', 'potonganpotongan', 'postingan', 'akun', 'fufufafa', 'sebar', 'akun', 'media', 'sosial', 'x', 'agam', 'komentar', 'cuit', 'akun', 'duga', 'milik', 'gibran']",jejak digital akun fufufafa duga milik gibran rakabuming raka lik netizen potonganpotongan postingan akun fufufafa sebar akun media sosial x agam komentar cuit akun duga milik gibran
Tue Sep 17 06:57:08 +0000 2024,Diam Saja Meski Dihina Akun Fufufafa Netizen Puji Kesabaran Prabowo Sesabarsabarnya Ustad Adi Hidayat Ternyata Masih Sabar Prabowo,,[],"['Diam', 'Dihina', 'Akun', 'Fufufafa', 'Netizen', 'Puji', 'Kesabaran', 'Prabowo', 'Sesabarsabarnya', 'Ustad', 'Adi', 'Hidayat', 'Sabar', 'Prabowo']","['diam', 'hina', 'akun', 'fufufafa', 'netizen', 'puji', 'sabar', 'prabowo', 'sesabarsabarnya', 'ustad', 'adi', 'hidayat', 'sabar', 'prabowo']",diam hina akun fufufafa netizen puji sabar prabowo sesabarsabarnya ustad adi hidayat sabar prabowo
Tue Sep 17 06:56:58 +0000 2024,Jir juling,jerussalem,['@fufu__fafa'],"['Jir', 'juling']","['jir', 'juling']",jir juling
Tue Sep 17 06:55:03 +0000 2024,HRS bikin yelyel Fufufafa,Indonesia,[],"['HRS', 'bikin', 'yelyel', 'Fufufafa']","['hrs', 'bikin', 'yelyel', 'fufufafa']",hrs bikin yelyel fufufafa
Tue Sep 17 06:55:02 +0000 2024,Anda harusnya menyerukan stop kepada PKS dari melindungi fufufafa suruh mereka membuat gugatan hukum ITU kalau serius ingin bersatu lihat substansi masalahnya P Didu itu bukan masalah Yg jadi masalah itu fufufafa,,"['@NuradibaAdiba', '@msaid_didu']","['menyerukan', 'stop', 'PKS', 'melindungi', 'fufufafa', 'suruh', 'gugatan', 'hukum', 'serius', 'bersatu', 'lihat', 'substansi', 'P', 'Didu', 'Yg', 'fufufafa']","['seru', 'stop', 'pks', 'lindung', 'fufufafa', 'suruh', 'gugat', 'hukum', 'serius', 'satu', 'lihat', 'substansi', 'p', 'didu', 'yg', 'fufufafa']",seru stop pks lindung fufufafa suruh gugat hukum serius satu lihat substansi p didu yg fufufafa
Tue Sep 17 06:54:59 +0000 2024,Mimpi buruk,,['@fufu__fafa'],"['Mimpi', 'buruk']","['mimpi', 'buruk']",mimpi buruk
Tue Sep 17 06:54:56 +0000 2024,Ni bocah fufufafa laknat banget Anak mulyono salah asuhan,,"['@gibran_tweet', '@jokowi']","['Ni', 'bocah', 'fufufafa', 'laknat', 'banget', 'Anak', 'mulyono', 'salah', 'asuhan']","['ni', 'bocah', 'fufufafa', 'laknat', 'banget', 'anak', 'mulyono', 'salah', 'asuh']",ni bocah fufufafa laknat banget anak mulyono salah asuh
Tue Sep 17 06:54:35 +0000 2024,Pemfitnah apaan kocak Bukti jelasjelas email dan nomor HP yg dipake akun fufufafa adalah punya Gibran Mo ngeles ape lu Dilaporkan ke polisi juga malah ntar jadi makin terbukti kalo pelakunya emang Gibran tolol,Jogja,"['@staroflyfe', '@CCICPolri', '@ListyoSigitP', '@gibran_tweet', '@Gerindra', '@DivHumas_Polri', '@kompascom']","['Pemfitnah', 'kocak', 'Bukti', 'jelasjelas', 'email', 'nomor', 'HP', 'yg', 'dipake', 'akun', 'fufufafa', 'Gibran', 'Mo', 'ngeles', 'ape', 'lu', 'Dilaporkan', 'polisi', 'ntar', 'terbukti', 'kalo', 'pelakunya', 'emang', 'Gibran', 'tolol']","['fitnah', 'kocak', 'bukti', 'jelasjelas', 'email', 'nomor', 'hp', 'yg', 'dipake', 'akun', 'fufufafa', 'gibran', 'mo', 'ngeles', 'ape', 'lu', 'lapor', 'polisi', 'ntar', 'bukti', 'kalo', 'laku', 'emang', 'gibran', 'tolol']",fitnah kocak bukti jelasjelas email nomor hp yg dipake akun fufufafa gibran mo ngeles ape lu lapor polisi ntar bukti kalo laku emang gibran tolol
Tue Sep 17 06:54:26 +0000 2024,Dr bpk Muhammad Hatta ke fufufafa,Jakarta Timur,['@sikodoksakit'],"['Dr', 'bpk', 'Muhammad', 'Hatta', 'fufufafa']","['dr', 'bpk', 'muhammad', 'hatta', 'fufufafa']",dr bpk muhammad hatta fufufafa
Tue Sep 17 06:54:15 +0000 2024,Hahahaha Gimana mau beri makan satu negara Kalau sekelas PON aja sudah keteteran,PLUIT,[],"['Hahahaha', 'Gimana', 'makan', 'negara', 'sekelas', 'PON', 'aja', 'keteteran']","['hahahaha', 'gimana', 'makan', 'negara', 'kelas', 'pon', 'aja', 'keteter']",hahahaha gimana makan negara kelas pon aja keteter
Tue Sep 17 06:53:44 +0000 2024,Bisa juga dibacanya berubahlah kelakuan kamubiar tidak diserang kawansalah satu untuk berubah adalah dgn serang fufufafamaka akab bersatu bareng serang fufufafa,,"['@yaningwaylve', '@msaid_didu']","['dibacanya', 'berubahlah', 'kelakuan', 'kamubiar', 'diserang', 'kawansalah', 'berubah', 'dgn', 'serang', 'fufufafamaka', 'akab', 'bersatu', 'bareng', 'serang', 'fufufafa']","['baca', 'rubah', 'laku', 'kamubiar', 'serang', 'kawansalah', 'ubah', 'dgn', 'serang', 'fufufafamaka', 'akab', 'satu', 'bareng', 'serang', 'fufufafa']",baca rubah laku kamubiar serang kawansalah ubah dgn serang fufufafamaka akab satu bareng serang fufufafa
Tue Sep 17 06:53:37 +0000 2024,Lah yg ngehina prabowo kan Fufufafa,,['@bengkeldodo'],"['yg', 'ngehina', 'prabowo', 'Fufufafa']","['yg', 'ngehina', 'prabowo', 'fufufafa']",yg ngehina prabowo fufufafa
Tue Sep 17 06:53:19 +0000 2024,gimana ngga sakit kalo biji segala di kena strike juga sama mulutnya si fufufafa,"DKI Jakarta, Indonesia",['@AraituLaki'],"['gimana', 'ngga', 'sakit', 'kalo', 'biji', 'kena', 'strike', 'mulutnya', 'si', 'fufufafa']","['gimana', 'ngga', 'sakit', 'kalo', 'biji', 'kena', 'strike', 'mulut', 'si', 'fufufafa']",gimana ngga sakit kalo biji kena strike mulut si fufufafa
